field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist,path_cost
19750,2597490030,10/2/2014,815000,4,3.5,3040,4006,2,0,0,3,8,2350,690,2013,0,98029,47.5439,-122.011,2050,4000,1.142857143,1,2.491760973,0.415300639
19752,3751600784,4/3/2015,331210,4,2.5,2240,4800,2,0,0,3,8,2240,0,2014,0,98001,47.2911,-122.266,2240,5040,1.6,0,4.81406037,0.501579779
19753,6781200013,5/7/2014,245000,3,1.5,1260,1270,2,0,0,3,7,1040,220,2005,0,98133,47.7111,-122.331,1260,1472,2,1,1.83807241,0.158029465
19754,2619950060,9/9/2014,465000,5,4,3210,7200,2,0,0,3,8,2410,800,2011,0,98019,47.7329,-121.966,2750,7200,1.25,1,8.395882013,0.13224325
19755,9523100731,9/30/2014,580000,3,2.5,1620,1171,3,0,4,3,8,1470,150,2008,0,98103,47.6681,-122.355,1620,1505,1.2,1,0.654722898,0.101095766
19756,9272201318,4/14/2015,540000,3,2,1580,1972,2.5,0,2,3,8,1180,400,2007,0,98116,47.5903,-122.386,1500,1908,1.5,1,0.195792565,0.31254028
19757,5676000004,11/18/2014,399000,3,2.5,1430,1250,3,0,0,3,7,1430,0,2007,0,98103,47.6904,-122.342,1360,1269,1.2,0,0.4190788,0.11651055
19758,8091670070,8/4/2014,328000,4,2.5,1850,5388,2,0,0,3,8,1850,0,2009,0,98038,47.3494,-122.041,2140,5086,1.6,0,14.30417825,0.437399093
19759,7853380570,5/11/2015,701000,4,2.5,3340,5314,2,0,0,3,10,3340,0,2010,0,98065,47.5167,-121.885,3220,5500,1.6,0,8.6192758,0.418648795
19760,8091670200,10/22/2014,408000,3,2.75,2670,4800,2,0,0,3,8,2670,0,2014,0,98038,47.3483,-122.042,2340,5000,1.090909091,0,14.37472992,0.437399093
19762,1498300875,8/14/2014,445000,3,2.5,1550,930,2,0,0,3,8,1060,490,2006,0,98144,47.5857,-122.314,1550,1301,1.2,1,1.227170601,0.162765682
19763,7853270200,10/21/2014,672500,4,2.5,3470,6651,2,0,0,3,9,3470,0,2005,0,98065,47.5426,-121.879,2730,6179,1.6,0,8.381041893,0.418648795
19764,9211010320,7/9/2014,538000,3,2.5,3010,7014,2,0,0,3,8,3010,0,2009,0,98059,47.4949,-122.149,3030,6180,1.2,0,2.580816456,0.418648795
19765,2867300160,9/4/2014,450000,5,3.5,3931,9497,2,0,0,3,10,2650,1281,2014,0,98023,47.3008,-122.386,3510,9497,1.428571429,1,1.387273635,0.508931224
19766,3278605570,6/19/2014,362500,3,2.5,1800,2700,2,0,0,3,8,1800,0,2011,0,98126,47.5458,-122.369,1380,1200,1.2,0,1.341054041,0.311234316
19767,4310702858,10/15/2014,414950,3,2.5,1570,1551,3,0,0,3,8,1570,0,2008,0,98103,47.6961,-122.341,1570,1705,1.2,0,0.786888394,0.137648203
19768,2838000030,1/27/2015,679950,3,2.5,2230,3939,2,0,0,3,8,2230,0,2014,0,98133,47.73,-122.335,2230,4200,1.2,0,1.771628922,0.198909869
19769,1673000240,11/12/2014,290000,4,2.5,2423,7292,2,0,0,3,8,2423,0,2005,0,98023,47.3227,-122.37,2495,7489,1.6,0,0.506091395,0.507470721
19770,7899800791,10/23/2014,230000,3,2,1160,1174,2,0,0,3,7,790,370,2007,0,98106,47.5225,-122.357,1160,994,1.5,1,2.078932252,0.348352791
19771,8682320160,2/20/2015,439950,2,2,1440,4666,1,0,0,3,8,1440,0,2010,0,98053,47.709,-122.019,1510,4595,1,0,5.079054076,0.13224325
19772,8155870200,5/22/2014,349900,4,2.5,2052,3723,2,0,0,3,8,2052,0,2014,0,98003,47.2824,-122.295,2052,5250,1.6,0,3.345658432,0.501579779
19773,2858600083,12/22/2014,550000,5,2.5,2780,9272,2,0,0,3,8,2780,0,2014,0,98126,47.5168,-122.378,1150,8460,2,0,0.890104554,0.381054218
19774,2391601195,4/30/2015,1050000,4,4.25,3720,5750,2,0,2,3,9,2960,760,2006,0,98116,47.5632,-122.399,2550,5750,0.941176471,1,0.321836818,0.310473397
19775,976000903,3/19/2015,655000,2,2.25,1460,1851,2,0,0,3,9,1180,280,2014,0,98119,47.6461,-122.362,1800,4269,0.888888889,1,0.386850884,0.101645309
19776,7904700128,11/10/2014,385000,3,3.5,1370,1540,2,0,0,3,8,1100,270,2006,0,98116,47.5638,-122.388,1370,915,0.857142857,1,0.81132725,0.292827112
19777,5609000311,4/10/2015,729999,6,4.5,3600,6110,2,0,0,3,9,2510,0,2012,0,98118,47.5687,-122.291,1360,5800,1.333333333,0,0.549050943,0.191759152
19778,1972201963,6/16/2014,523950,3,2.25,1420,1282,3,0,0,3,8,1420,0,2006,0,98103,47.6533,-122.346,1530,1280,1.333333333,0,0.32819308,0.065686792
19779,9272201704,5/12/2014,369000,2,2.5,980,895,2,0,0,3,8,670,310,2009,0,98116,47.5874,-122.386,980,899,0.8,1,0.268723417,0.306096927
19780,8648900060,5/5/2014,509900,3,2.5,1790,2700,2,0,0,3,8,1790,0,2010,0,98027,47.564,-122.093,1890,3078,1.2,0,0.45187963,0.240961112
19781,3832050890,7/15/2014,282000,3,2.5,2010,5399,2,0,0,3,7,2010,0,2006,0,98042,47.3338,-122.052,2280,5141,1.2,0,15.33237307,0.437399093
19782,255450340,8/27/2014,387865,3,2.5,2370,4200,2,0,0,3,8,2370,0,2014,0,98038,47.3696,-122.018,2370,4200,1.2,0,13.0913223,0.437399093
19783,2172000890,11/20/2014,385000,4,2.5,2560,6238,2,0,0,3,8,2560,0,2007,0,98178,47.4899,-122.255,2560,6240,1.6,0,1.594889588,0.383026835
19784,6127010320,6/9/2014,536000,3,2.5,1900,6224,2,0,0,3,7,1900,0,2005,0,98075,47.5941,-122.004,2260,5450,1.2,0,3.078413856,0.240961112
19785,2810100023,6/25/2014,395000,2,2.25,1350,1493,2,0,0,3,8,1050,300,2007,0,98136,47.5421,-122.388,1250,1202,0.888888889,1,0.423664729,0.331959643
19786,8011100125,11/17/2014,545000,4,2.75,2650,6717,2,0,0,3,10,2650,0,2014,0,98056,47.4947,-122.171,2740,7923,1.454545455,0,1.620509142,0.418648795
19787,7852090390,4/13/2015,715000,4,2.5,3020,7035,2,0,4,3,9,3020,0,2001,0,98065,47.5344,-121.874,3020,6771,1.6,0,8.731357915,0.418648795
19788,3630080070,7/10/2014,348000,3,2.5,1500,2255,2,0,0,3,7,1500,0,2005,0,98029,47.5538,-121.997,1440,2040,1.2,0,2.826170712,0.415300639
19789,9126100765,8/1/2014,455000,3,1.75,1320,1014,3,0,0,3,9,1320,0,2015,0,98122,47.6047,-122.305,1380,1495,1.714285714,0,0.968955232,0.109195816
19790,7853380510,6/3/2014,575000,4,2.75,3120,7644,2,0,0,3,10,3120,0,2010,0,98065,47.5156,-121.884,2980,6050,1.454545455,0,8.691804623,0.431032417
19791,993000136,10/7/2014,449950,3,2.25,1540,1270,3,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.341,1230,1454,1.333333333,0,0.611513919,0.123052714
19792,3278604510,6/25/2014,364000,3,2.5,1800,2790,2,0,0,3,8,1800,0,2011,0,98126,47.5455,-122.371,1580,2036,1.2,0,1.245238419,0.31220421
19793,2937300060,12/1/2014,932990,4,2.5,3640,6389,2,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.123,3570,6303,1.6,0,3.411526179,0.13224325
19794,9510860060,6/27/2014,710000,3,2.5,2440,4153,2,0,0,3,9,2440,0,2003,0,98052,47.665,-122.087,2030,4143,1.2,0,0.642705015,0.13224325
19795,293070310,2/13/2015,949990,4,4,3970,7314,2,0,0,3,9,3970,0,2014,0,98074,47.6173,-122.056,3560,5258,1,0,0.578821858,0.13224325
19796,255450400,7/31/2014,326989,3,2.5,2060,4200,2,0,0,3,8,2060,0,2014,0,98038,47.3706,-122.017,2370,4200,1.2,0,13.03320352,0.437399093
19797,3845100140,7/8/2014,335606,3,2.5,2538,4600,2,0,0,3,8,2538,0,2013,0,98092,47.2584,-122.196,2570,4800,1.2,0,8.680099285,0.503535928
19798,3758900075,5/7/2014,1530000,5,4.5,4270,8076,2,0,0,3,11,3400,870,2007,0,98033,47.699,-122.206,4100,10631,1.111111111,1,0.15890049,0.128667689
19799,3395071610,11/26/2014,299950,3,2.5,1320,3150,2,0,0,3,7,1320,0,2005,0,98118,47.5328,-122.282,1390,1725,1.2,0,0.843518383,0.274618116
19800,9477580030,10/14/2014,962000,4,2.75,3340,5700,2,0,0,3,11,3340,0,2013,0,98059,47.5059,-122.146,3340,6940,1.454545455,0,2.619929215,0.418648795
19801,8138870060,8/13/2014,395825,2,2.5,1590,1679,2,0,0,3,8,1590,0,2012,0,98029,47.5449,-122.011,1590,1680,0.8,0,2.454403195,0.415300639
19802,7237450030,10/14/2014,419354,5,2.75,2710,4500,2,0,0,3,8,2710,0,2014,0,98038,47.3547,-122.062,2710,4626,1.818181818,0,13.86330535,0.437399093
19803,3767300041,8/26/2014,920000,4,2.75,3140,7258,2,0,1,3,10,3140,0,2006,0,98034,47.7064,-122.232,2990,13600,1.454545455,0,0.47651353,0.128667689
19804,291310370,8/29/2014,366000,3,2.25,1445,1028,2,0,0,3,7,1300,145,2005,0,98027,47.5339,-122.067,1445,1377,1.333333333,1,1.511338531,0.415300639
19805,7853361230,5/16/2014,480000,4,2.5,2430,5000,2,0,0,3,7,2430,0,2009,0,98065,47.515,-121.873,2430,5441,1.6,0,9.183606406,0.431085171
19806,7904700126,11/20/2014,388000,3,3.25,1370,915,2,0,0,3,8,1100,270,2006,0,98116,47.5639,-122.388,1370,1146,0.923076923,1,0.816367068,0.292604748
19807,8085400376,4/21/2015,2320000,4,3.5,5050,9520,2,0,0,3,11,3610,1440,2007,0,98004,47.6364,-122.209,2430,9248,1.142857143,1,0.506789532,0.13224325
19808,9828702851,1/21/2015,730000,3,2.5,1860,1290,2,0,0,3,9,1240,620,2010,0,98122,47.6179,-122.301,1710,1525,1.2,1,0.924242984,0.078069078
19809,8562710550,5/21/2014,950000,5,3.75,5330,6000,2,0,2,3,10,3570,1760,2006,0,98027,47.5401,-122.073,4420,5797,1.333333333,1,1.046587407,0.393844328
19810,3278613210,7/28/2014,358990,3,3.25,1710,2171,2,0,0,3,7,1400,310,2014,0,98106,47.5434,-122.368,1380,1300,0.923076923,1,1.399482711,0.315825397
19811,7694200340,10/16/2014,398651,4,2.5,2650,4120,2,0,0,3,8,2650,0,2014,0,98146,47.5019,-122.34,2030,3768,1.6,0,1.497050562,0.365339744
19812,1839500055,11/14/2014,530000,4,2.5,2590,7891,2,0,0,3,9,2590,0,2006,0,98056,47.5055,-122.194,1400,7891,1.6,0,0.373167137,0.40160766
19813,3448900320,7/23/2014,610360,4,2.5,2610,5562,2,0,0,3,9,2610,0,2013,0,98056,47.5137,-122.169,2720,7400,1.6,0,1.630546303,0.393844328
19814,9267200226,5/2/2014,436110,3,2.5,1770,1235,3,0,0,3,8,1600,170,2007,0,98103,47.6965,-122.342,1680,1203,1.2,1,0.823883962,0.1305289
19815,2895730070,6/20/2014,925000,4,2.75,3730,8014,2,0,0,3,10,3730,0,2012,0,98074,47.6036,-122.059,3670,8279,1.454545455,0,0.795606098,0.13224325
19816,2970800105,3/13/2015,449950,4,2.5,2420,5244,2,0,0,3,9,2420,0,2007,0,98166,47.4729,-122.35,1400,5250,1.6,0,0.730313022,0.443037602
19817,325059277,5/27/2014,760000,4,2.5,3330,7399,2,0,0,3,9,3330,0,2009,0,98052,47.679,-122.153,2640,8601,1.6,0,2.435875479,0.13224325
19818,6817750140,7/8/2014,293000,3,2.25,1910,3481,2,0,0,3,8,1910,0,2009,0,98055,47.4293,-122.188,1714,3177,1.333333333,0,5.052191847,0.444468731
19819,8682320640,2/12/2015,695000,2,2.5,2170,7665,1,0,2,3,8,2170,0,2013,0,98053,47.7112,-122.019,2300,7100,0.8,0,5.191889363,0.13224325
19820,8669180390,6/4/2014,285000,3,2.5,2437,5136,2,0,0,3,7,2437,0,2011,0,98002,47.3517,-122.21,2437,4614,1.2,0,5.330447684,0.503535928
19822,3278611600,7/14/2014,379900,3,2.5,1800,2791,2,0,0,3,8,1800,0,2011,0,98126,47.5442,-122.371,1580,2617,1.2,0,1.287762774,0.314804122
19823,7787920160,4/27/2015,472000,5,2.5,2570,7412,2,0,0,3,8,2570,0,2006,0,98019,47.7265,-121.957,2890,8056,2,0,8.394709951,0.13224325
19824,2517101200,7/7/2014,300000,4,2.5,2090,5195,2,0,0,3,7,2090,0,2007,0,98031,47.3986,-122.166,2090,5236,1.6,0,7.366409256,0.503535928
19825,6181420200,11/20/2014,272000,4,2.5,2789,3960,2,0,0,3,7,2789,0,2007,0,98001,47.3059,-122.28,2547,3960,1.6,0,3.599545567,0.501579779
19826,3845100550,11/20/2014,418395,4,2.5,2906,5893,2,0,0,3,9,2906,0,2014,0,98092,47.2599,-122.192,2680,4950,1.6,0,8.738620798,0.503535928
19827,7853321180,12/22/2014,465000,5,2.5,2550,6405,2,0,0,3,7,2550,0,2008,0,98065,47.5191,-121.869,2190,5900,2,0,9.257640567,0.418648795
19828,7502800030,7/16/2014,659950,4,2.75,3550,9400,2,0,0,3,9,3550,0,2014,0,98059,47.4827,-122.131,3550,9421,1.454545455,0,3.668016582,0.437399093
19829,3869900139,1/7/2015,484950,3,2.25,1590,926,3,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321,1.333333333,0,0.498002905,0.33544053
19830,1332700200,4/26/2015,359000,3,2.25,1950,1968,2,0,0,4,7,1160,790,1979,0,98056,47.5179,-122.195,1950,1968,1.333333333,1,0.575178392,0.393844328
19831,9211010260,6/17/2014,519000,4,2.5,3250,4500,2,0,0,3,8,3250,0,2009,0,98059,47.4944,-122.149,3030,4518,1.6,0,2.590455202,0.418648795
19833,7708210070,6/17/2014,535000,4,2.75,3070,7201,2,0,0,3,9,3070,0,2006,0,98059,47.4897,-122.147,2880,8364,1.454545455,0,2.787374321,0.43099285
19834,7853270520,4/9/2015,622950,4,3.25,3030,7644,2,0,0,3,8,2830,200,2006,0,98065,47.5457,-121.881,3400,6908,1.230769231,1,8.251540947,0.418648795
19835,5126300060,8/11/2014,515000,3,2.5,2610,5845,2,0,0,3,8,2610,0,2005,0,98059,47.4821,-122.142,2810,5000,1.2,0,3.228522947,0.437399093
19836,2517000260,5/22/2014,330000,4,3.5,3150,6202,2,0,0,3,7,3150,0,2005,0,98042,47.3993,-122.162,2950,5940,1.142857143,0,7.44960977,0.503535928
19837,832700270,2/13/2015,318000,3,1.5,1240,983,3,0,0,3,8,1240,0,2009,0,98133,47.7235,-122.353,1240,1026,2,0,0.981836558,0.202871162
19838,3022800260,10/7/2014,439000,3,2.5,1680,2801,2,0,0,3,7,1680,0,2011,0,98011,47.745,-122.181,1920,2723,1.2,0,3.251610951,0.275708061
19839,254000241,3/24/2015,540000,3,2.5,2220,5279,2,0,0,3,8,2220,0,2006,0,98146,47.5132,-122.387,1610,5297,1.2,0,0.389793333,0.401546917
19841,662440030,3/26/2015,435000,4,2.5,3100,4699,2,0,0,3,9,3100,0,2010,0,98038,47.3785,-122.023,2450,5130,1.6,0,12.44235018,0.437399093
19843,8895800200,10/17/2014,1100000,4,2.75,3590,5625,2,0,0,3,10,3590,0,2012,0,98052,47.6959,-122.133,3590,5625,1.454545455,0,2.906757609,0.13224325
19844,9268850160,2/6/2015,293467,4,2,1590,942,3,0,0,3,7,1590,0,2008,0,98027,47.54,-122.026,1390,942,2,0,2.12557909,0.415300639
19845,7299600700,5/12/2015,328000,3,2.5,2242,4800,2,0,0,3,8,2242,0,2013,0,98092,47.2581,-122.2,2009,4800,1.2,0,8.565683592,0.503535928
19846,291310340,7/8/2014,550000,3,3.5,2490,3582,2,0,0,3,8,1720,770,2005,0,98027,47.5338,-122.067,1445,1590,0.857142857,1,1.518074578,0.415300639
19847,2768100510,4/2/2015,649000,3,2,1530,1442,3,0,0,3,9,1530,0,2015,0,98107,47.6692,-122.372,1620,1456,1.5,0,0.590666635,0.122545832
19848,1776230060,7/8/2014,435000,4,2.5,2150,3143,2,0,0,3,7,2150,0,2010,0,98059,47.5048,-122.154,2640,3200,1.6,0,2.246250075,0.418648795
19849,1772600510,6/20/2014,625000,3,2.5,2440,4800,2,0,0,3,10,2440,0,2014,0,98106,47.5595,-122.365,1180,5480,1.2,0,1.654654891,0.270408205
19850,8024200677,4/29/2015,415000,3,1.5,1270,1483,3,0,0,3,8,1270,0,2007,0,98115,47.6987,-122.317,1270,1413,2,0,1.294581409,0.116005516
19851,982850060,6/3/2014,400000,3,2.25,1450,4706,2,0,0,3,7,1450,0,2009,0,98028,47.761,-122.232,1490,4667,1.333333333,0,1.07106527,0.275708061
19852,7518506715,5/6/2014,979000,3,2.5,2690,4047,3,0,0,3,10,2690,0,2014,0,98117,47.6797,-122.385,2040,5000,1.2,0,0.879657841,0.162360883
19853,7202280390,2/20/2015,625250,4,2.5,2755,4831,2,0,0,3,7,2755,0,2003,0,98053,47.685,-122.039,2510,4831,1.6,0,3.736493317,0.13224325
19854,710600160,9/9/2014,665000,4,3.5,2650,3474,2,0,0,3,8,2230,420,2011,0,98027,47.5377,-122.046,2330,3474,1.142857143,1,1.769883243,0.415300639
19855,952005525,6/27/2014,589500,3,3.25,2310,3075,2,0,0,3,8,1730,580,2005,0,98116,47.5644,-122.383,2310,3075,0.923076923,1,1.011857026,0.2833308
19856,2487700274,3/9/2015,437000,2,3,1460,1452,2,0,0,3,8,1140,320,2007,0,98136,47.5224,-122.39,1460,1452,0.666666667,1,0.202742472,0.379459162
19857,3449000060,10/1/2014,320000,3,1,1400,9000,1,0,0,5,7,1400,0,1959,0,98059,47.5022,-122.145,1440,8400,3,0,2.67762813,0.418648795
19858,7830800473,1/14/2015,333500,3,2.5,2196,7475,2,0,0,3,8,2196,0,2006,0,98030,47.3803,-122.204,1860,6755,1.2,0,5.647400267,0.503535928
19859,6056100370,11/24/2014,430000,3,2.25,2020,2750,2,0,0,3,8,1680,340,2008,0,98108,47.5633,-122.297,1720,1546,1.333333333,1,0.959508827,0.202973742
19860,2126059295,8/5/2014,995500,5,4.5,4280,8465,2,0,0,3,10,4280,0,2014,0,98034,47.7325,-122.165,2990,11067,1.111111111,0,2.995416725,0.128667689
19861,1442880340,6/3/2014,427874,3,3,2340,5002,2,0,0,3,8,2340,0,2013,0,98045,47.4831,-121.773,2790,5375,1,0,14.35267744,0.437399093
19862,7694200070,5/21/2014,334990,4,2.5,2220,4228,2,0,0,3,8,2220,0,2014,0,98146,47.5014,-122.341,2220,4157,1.6,0,1.439848808,0.367779641
19863,8562710640,2/11/2015,909500,4,4,4420,5940,2,0,0,3,10,3410,1010,2006,0,98027,47.5397,-122.072,4510,5797,1,1,1.077622049,0.393844328
19864,3832050860,3/19/2015,210000,3,2,1580,4961,2,0,0,3,7,1580,0,2006,0,98042,47.3338,-122.053,2280,5000,1.5,0,15.32926548,0.437399093
19865,2526059225,1/23/2015,952990,4,2.75,3550,6558,2,0,0,3,9,3550,0,2013,0,98052,47.7076,-122.115,3140,5617,1.454545455,0,3.569912585,0.13224325
19866,1972200139,2/18/2015,622500,2,1.75,1510,851,3,0,0,3,8,1420,90,2013,0,98107,47.6536,-122.358,1300,1338,1.142857143,1,0.110453797,0.082755687
19867,2768100186,6/18/2014,515000,3,3.5,1360,1419,2,0,0,3,8,1040,320,2007,0,98107,47.6697,-122.371,1560,1977,0.857142857,1,0.631667265,0.121262054
19869,424049284,10/16/2014,310000,1,1.5,1120,912,3,0,0,3,7,1120,0,2011,0,98144,47.5924,-122.299,1380,3200,0.666666667,0,0.547566863,0.138149046
19870,7853280550,5/28/2014,700000,4,3.5,4490,5099,2,0,0,3,9,3390,1100,2006,0,98065,47.5394,-121.861,4290,5537,1.142857143,1,9.249711356,0.418648795
19871,7768800270,7/15/2014,907687,4,2.5,3560,6786,2,0,0,3,9,2930,630,2014,0,98075,47.5756,-122.071,3560,5886,1.6,1,0.112800037,0.240961112
19872,8682320350,7/9/2014,741500,2,2.5,2150,5760,1,0,0,3,8,2150,0,2010,0,98053,47.7094,-122.018,1640,4680,0.8,0,5.683858128,0.13224325
19873,1776460140,7/24/2014,395000,3,2.5,2130,5088,2,0,0,3,8,1840,290,2011,0,98019,47.7329,-121.976,2130,5762,1.2,1,8.117028109,0.13224325
19874,5045700400,2/23/2015,559950,5,2.75,2990,6370,2,0,0,3,8,2990,0,2014,0,98059,47.4853,-122.154,2730,5740,1.818181818,0,2.63185394,0.43161272
19875,3356402702,7/25/2014,215000,4,2.5,1847,8000,2,0,0,3,7,1847,0,2008,0,98001,47.2872,-122.257,1847,8000,1.6,0,5.281020345,0.501579779
19876,2140950160,2/22/2015,390000,4,2.5,2610,7227,2,0,0,3,9,2610,0,2011,0,98010,47.314,-122.023,2630,7421,1.6,0,16.83675676,0.437399093
19879,2579500181,4/7/2015,1330000,4,3.5,3440,9776,2,0,0,3,10,3440,0,2006,0,98040,47.5374,-122.216,2400,11000,1.142857143,0,0.20253356,0.286032432
19880,7852120140,6/10/2014,695000,4,3.5,3510,9364,2,0,0,3,10,3510,0,2001,0,98065,47.54,-121.876,3510,9161,1.142857143,0,8.55367023,0.418648795
19881,9274200324,1/20/2015,545000,3,2.5,1740,1279,3,0,0,3,8,1740,0,2008,0,98116,47.589,-122.387,1740,1280,1.2,0,0.259713843,0.311494886
19882,422000075,7/11/2014,389950,4,2.5,2240,5500,2,0,0,3,8,2240,0,2013,0,98056,47.496,-122.169,700,5500,1.6,0,1.669169633,0.418648795
19883,263000253,3/30/2015,380000,3,2.25,1550,1485,3,0,0,3,8,1550,0,2011,0,98103,47.6989,-122.346,1550,1480,1.333333333,0,1.034213042,0.138456279
19884,9268850140,11/17/2014,288790,4,2,1390,745,3,0,0,3,7,1390,0,2008,0,98027,47.5401,-122.026,1390,942,2,0,2.120364971,0.415300639
19885,9306500200,4/1/2015,432500,3,3,2500,6000,2,0,0,3,8,2500,0,2012,0,98058,47.4408,-122.161,2130,6000,1,0,4.825912346,0.437399093
19886,8562770350,12/6/2014,615000,3,3.5,2710,3326,2,0,0,3,8,1650,1060,2005,0,98027,47.5371,-122.073,2280,2738,0.857142857,1,1.253596808,0.415300639
19887,2026049326,7/7/2014,500000,3,2.5,1720,3012,2,0,0,3,9,1720,0,2011,0,98133,47.7312,-122.334,1720,7658,1.2,0,1.823167185,0.20040849
19888,9126101090,5/31/2014,615000,3,2.25,1760,1146,3,0,0,3,9,1760,0,2014,0,98122,47.6073,-122.304,1346,3472,1.333333333,0,1.023321829,0.102225459
19889,2888000030,9/26/2014,500000,4,2.25,2270,8196,1,0,0,5,7,1150,1120,1963,0,98034,47.7214,-122.227,1920,10122,1.777777778,1,1.245154085,0.128667689
19890,8032700075,10/15/2014,622000,3,3.5,1690,1765,2,0,0,3,8,1370,320,2006,0,98103,47.6536,-122.34,1690,1694,0.857142857,1,0.408984975,0.056797558
19891,7853440140,4/9/2015,802945,5,3.5,4000,9234,2,0,0,3,9,4000,0,2015,0,98024,47.5265,-121.887,3690,6600,1.428571429,0,8.294115869,0.418648795
19892,1245003330,7/31/2014,1260000,4,2.5,2880,9003,2,0,0,3,10,2880,0,2008,0,98033,47.6844,-122.199,2640,8126,1.6,0,0.789365673,0.128667689
19893,1176001124,2/24/2015,598950,3,2.5,1480,1531,3,0,0,3,8,1480,0,2014,0,98107,47.669,-122.402,1530,1321,1.2,0,0.098132113,0.163040117
19894,7853360990,1/2/2015,430000,3,2.5,1950,4949,2,0,0,3,7,1950,0,2009,0,98065,47.5155,-121.87,2200,5740,1.2,0,9.301384323,0.431085171
19895,7853320030,11/24/2014,515000,4,2.75,2700,5150,2,0,0,3,9,2700,0,2009,0,98065,47.5209,-121.874,2700,5747,1.454545455,0,8.995411252,0.418648795
19896,7576200012,7/17/2014,1260000,2,3,2210,3917,2,0,0,3,10,1500,710,2008,0,98122,47.6166,-122.291,1720,3933,0.666666667,1,0.477148573,0.0881618
19897,7207900030,6/9/2014,400000,4,3.5,2370,3692,2.5,0,0,3,8,2370,0,2013,0,98056,47.5044,-122.17,2520,5425,1.142857143,0,1.49906456,0.415300639
19898,952006827,4/22/2015,390000,3,2.5,1310,1254,2,0,0,3,7,850,460,2007,0,98116,47.5622,-122.384,1310,1372,1.2,1,0.884988883,0.287985853
19899,7853321090,10/1/2014,450000,3,2.5,2410,4293,2,0,0,3,7,2410,0,2007,0,98065,47.5196,-121.869,2190,5900,1.2,0,9.245973694,0.418648795
19900,1042700060,5/16/2014,804995,5,1.5,3360,5402,2,0,0,3,9,3360,0,2014,0,98074,47.6067,-122.053,3360,5415,3.333333333,0,0.873565363,0.13224325
19901,2597490140,3/26/2015,825000,4,3.25,3040,4155,2,0,0,3,8,2350,690,2013,0,98029,47.5429,-122.012,2680,4000,1.230769231,1,2.492142787,0.415575955
19902,7852130800,5/13/2014,435000,4,2.25,2140,6355,2,0,0,3,7,2140,0,2002,0,98065,47.5367,-121.88,2480,5746,1.777777778,0,8.420847355,0.418648795
19903,7625702967,6/9/2014,398000,3,2.5,1720,1715,2,0,0,3,7,1240,480,2004,0,98136,47.5481,-122.384,1610,1626,1.2,1,0.678969308,0.314607069
19904,3845100640,6/5/2014,411605,4,2.5,2658,3960,2,0,0,3,9,2658,0,2014,0,98092,47.2603,-122.194,2578,4200,1.6,0,8.652422083,0.503535928
19905,1773100922,12/8/2014,315000,3,3.25,1480,983,2,0,0,3,8,1180,300,2013,0,98106,47.5555,-122.363,1330,1062,0.923076923,1,1.973811825,0.276198261
19906,2770602493,11/20/2014,455000,2,2,1350,1209,3,0,0,3,8,1350,0,2013,0,98199,47.649,-122.383,1310,982,1,0,0.476517048,0.137043331
19907,475000187,5/1/2015,452950,3,2.5,1150,1194,2,0,0,3,8,1020,130,2006,0,98107,47.6684,-122.365,1450,1714,1.2,1,0.659705625,0.11030781
19908,6056100383,5/20/2014,380000,3,1.75,1690,1468,2,0,0,3,8,1380,310,2008,0,98108,47.563,-122.297,1690,1936,1.714285714,1,0.971517388,0.203968227
19909,6056111370,11/24/2014,340000,2,1.75,1270,1916,2,0,0,3,8,1270,0,2012,0,98108,47.5648,-122.294,1140,1916,1.142857143,0,0.785183043,0.200372834
19910,9578500510,11/3/2014,409950,3,2.5,2655,5080,2,0,0,3,8,2655,0,2013,0,98023,47.2972,-122.348,2879,5232,1.2,0,2.316027907,0.511431829
19911,9828701488,5/4/2015,360000,2,1,880,1165,2,0,0,3,8,880,0,2005,0,98122,47.6192,-122.297,1640,3825,2,0,0.717935012,0.078249764
19912,6600000217,4/3/2015,1600000,4,4.25,4645,7757,2,0,0,3,10,3855,790,2006,0,98112,47.6248,-122.29,2150,6970,0.941176471,1,0.345643168,0.070330272
19913,8024200685,5/20/2014,440000,3,1.5,1270,1443,3,0,0,3,8,1270,0,2007,0,98115,47.699,-122.317,1270,1413,2,0,1.313161347,0.116002356
19915,8073900070,5/22/2014,408000,3,2.25,1950,7221,1,0,0,4,8,1950,0,2006,0,98188,47.431,-122.285,2310,8125,1.333333333,0,2.830114122,0.501579779
19916,2419700030,8/25/2014,820000,4,2.5,3170,3862,3,0,0,3,8,3170,0,2008,0,98034,47.6705,-122.145,2840,4181,1.6,0,1.7802694,0.13224325
19917,9396700024,7/31/2014,360000,2,2.5,1233,1244,2,0,0,3,7,963,270,2007,0,98136,47.5533,-122.381,1230,1300,0.8,1,0.831534556,0.301650145
19918,3845100160,6/20/2014,339990,3,2.5,2570,4600,2,0,0,3,8,2570,0,2014,0,98092,47.2582,-122.196,2570,5000,1.2,0,8.690046549,0.503535928
